# Is used to indicate the line is a comment. 
# Fields that are required to add an item are indicated by an asterisk *.
# Additional fields required in order to put the item into the'Installed' state are indicated by a double asterisk **.
# The item's name must be unique within its Location.
# Values provided for make and model must match an entry from the dcTrack Make and Model lists.
# Values provided for location and cabinet must be an existing dcTrack Location and Cabinet.
# Depth Postion can be any unoccupied position on Front or Back auxilliary rails as viewed from cabinet rear.
# Cabinet Side can be any unoccupied position on Left or Right auxilliary rails as viewed from cabinet rear.
# U Position can be any unoccupied position on the designated rails that can accommodate the RU size of the item from this point and above.
# IP Address Port Name is used to assign the IP Address to  a specific item data port.  If omitted the IP Address will be assigned to the item's first data port.
# PX Username and PX Password are only used with Raritan Rack PDUs.
# SNMP Write Community String can be replaced by the appropriate set of SNMPv3 related columns if required.
# Status can be set to Planned (by default if blank or omitted) Installed or Storage.
# Operation *, Object *, Make*,Model*,Serial Number,Asset Tag,eAsset Tag,Name*,New Name,Alias,Type,Function,Contact,Contact Team,Customer,Status,Planned Decomm. Date,Planning Date,Location*,New Location,Location Reference,Cabinet**,U Position,Rails Used**,Orientation**,Project Number,PO Number,Purchase Price,Purchase Date,Installation Date,SLA Profile,Contract Number,Contract Amount,Contract Start Date,Contract End Date,Notes,Custom Field Request Note,Custom Field Room Sensor,IP Address,IP Address Port Name,Proxy Index,SNMP3 Enabled,SNMP3 User Name,SNMP3 Authorization Level,SNMP3 Authorization Protocol,SNMP3 Authorization PassKey,SNMP3 Privacy Protocol,SNMP3 Privacy PassKey,SNMP Write Community String,PX User Name,PX Password,Group,No. in Group,is Archived
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600133","","","4B12R1","","PDU-A8-8L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B12","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.127","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600530","","","4B13B1","","PDU-B8-8L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B13","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.128","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600258","","","4B13R1","","PDU-A8-8L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B13","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.128","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600341","","","4B14B1","","PDU-LG5-B8-9L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B14","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.129","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600125","","","4B14R1","","PDU-LG5-A8-9L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B14","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.129","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600541","","","4B15B1","","PDU-LG5-B8-9L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B15","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.130","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600160","","","4B15R1","","PDU-LG5-A8-9L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B15","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.130","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600365","","","4B16B1","","PDU-LG5-B8-10L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B16","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.131","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600223","","","4B16R1","","PDU-LG5-A8-10L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B16","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.131","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600481","","","4B21B1","","PDU-B8-15L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B21","3","Front","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.136","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600023","","","4B21R1","","PDU-A8-15L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B21","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.136","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600331","","","4B22B1","","PDU-B8-15L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B22","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.137","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600055","","","4B22R1","","PDU-A8-15L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B22","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.137","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600497","","","4B23B1","","PDU-B8-16L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B23","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.138","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600245","","","4B23R1","","PDU-A8-16L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B23","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.138","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600330","","","4B24B1","","PDU-LG5-B8-16L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B24","2","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.139","Eth01","1","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600449","","","4B24B2","","PDU-LG5-B8-12L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B24","2","Front","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.139","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600073","","","4B24R1","","PDU-LG5-A8-16L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B24","2","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.139","Eth01","3","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600277","","","4B24R2","","PDU-LG5-A8-12L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B24","2","Front","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.139","Eth01","4","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600380","","","4B25B1","","PDU-LG5-B8-16L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B25","2","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.140","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600501","","","4B25B2","","PDU-LG5-B8-2L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B25","2","Front","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.140","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600147","","","4B25R1","","PDU-LG5-A8-16L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B25","2","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.140","Eth01","3","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600031","","","4B25R2","","PDU-LG5-A8-2L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B25","2","Front","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.140","Eth01","4","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600536","","","4B26B1","","PDU-LG5-B8-17L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B26","2","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.141","Eth01","1","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600374","","","4B26B2","","PDU-LG5-B8-2L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B26","2","Front","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.141","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600034","","","4B26R1","","PDU-LG5-A8-17L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B26","2","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.141","Eth01","3","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600254","","","4B26R2","","PDU-LG5-A8-2L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B26","2","Front","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.141","Eth01","4","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600548","","","4B28B1","","PDU-LG5-B8-3L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B28","2","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.143","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600338","","","4B28B2","","PDU-LG5-B8-17L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B28","2","Front","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.143","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600050","","","4B28R1","","PDU-LG5-A8-3L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B28","2","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.143","Eth01","3","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600210","","","4B28R2","","PDU-LG5-A8-17L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B28","2","Front","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.143","Eth01","4","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600519","","","4B29B1","","PDU-B8-18L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B29","2","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.144","Eth01","1","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600523","","","4B29B2","","PDU-B8-18L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B29","2","Front","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.144","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600252","","","4B29R1","","PDU-A8-18L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B29","2","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.144","Eth01","3","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600226","","","4B29R2","","PDU-A8-18L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B29","2","Front","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.144","Eth01","4","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600540","","","4B30B1","","PDU-B9-7L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B30","2","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.145","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A7700092","","","4B30B2","","PDU-B9-1L2","","","","","","Planned","","","CAVCTR > FLOOR LG5 > IMC4","","","4B30","3","Front","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.145","Eth01","2","false","","","","","","","private","","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600014","","","4B30R1","","PDU-A9-7L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B30","2","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.145","Eth01","3","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A7700035","","","4B30R2","","PDU-A9-1L2","","","","","","Planned","","","CAVCTR > FLOOR LG5 > IMC4","","","4B30","3","Front","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.145","Eth01","4","false","","","","","","","private","","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600468","","","4B31B1","","PDU-B9-9L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B31","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.146","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600353","","","4B31B2","","PDU-B9-13L3","","","","","","Planned","","","CAVCTR > FLOOR LG5 > IMC4","","","4B31","3","Front","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH24","10.218.77.146","Eth01","2","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600271","","","4B31R1","","PDU-A9-89L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B31","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.146","Eth01","3","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600124","","","4B31R2","","PDU-B9-13L3","","","","","","Planned","","","CAVCTR > FLOOR LG5 > IMC4","","","4B31","3","Front","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH24","10.218.77.146","Eth01","4","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600514","","","4B32B1","","PDU-B9-9L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B32","3","Back","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.147","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600350","","","4B32B2","","","","","","","","Planned","","","CAVCTR > FLOOR LG5 > IMC4","","","4B32","3","Front","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH24","10.218.77.147","Eth01","2","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600143","","","4B32R1","","PDU-A9-9L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B32","3","Back","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.147","Eth01","3","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600190","","","4B32R2","","PDU-A9-14L1","","","","","","Planned","","","CAVCTR > FLOOR LG5 > IMC4","","","4B32","3","Front","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","LG5 TH24","10.218.77.147","Eth01","4","false","","","","","","","private","admin","","","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600528","","","4B33B1","","PDU-B9-9L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B33","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.148","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600249","","","4B33R1","","PDU-A9-9L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B33","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.148","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600534","","","4B34B1","","PDU-LG5-B9-11L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B34","3","Back","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.149","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600439","","","4B34B2","","PDU-LG5-B9-13L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B34","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.149","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600282","","","4B34R1","","PDU-LG5-A9-11L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B34","3","Back","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.149","Eth01","3","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600168","","","4B34R2","","PDU-LG5-A9-13L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B34","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.149","Eth01","4","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600505","","","4B35B1","","PDU-LG5-B9-11L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B35","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.150","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600132","","","4B35R1","","PDU-LG5-A9-11L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B35","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.150","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600496","","","4B36B1","","PDU-LG5-B9-12L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B36","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.151","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600246","","","4B36R1","","PDU-LG5-A9-12L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B36","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.151","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600451","","","4B37B1","","PDU-LG5-B9-12L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B37","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.152","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600209","","","4B37R1","","PDU-LG5-A9-12L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B37","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.152","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600448","","","4B38B1","","PDU-LG5-B9-13L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B38","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.153","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600281","","","4B38R1","","PDU-LG5-A9-13L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B38","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.153","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600385","","","4B43B1","","PDU-B8-13L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B43","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.154","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600218","","","4B43R1","","PDU-A8-13L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B43","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.154","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600361","","","4B44B1","","PDU-B8-14L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B44","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.155","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600259","","","4B44R1","","PDU-A8-14L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B44","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.155","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600532","","","4B45B1","","PDU-B9-5L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B45","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.156","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600195","","","4B45R1","","PDU-A9-5L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B45","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.156","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600529","","","4B46B1","","PDU-B9-5L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B46","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.157","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600241","","","4B46R1","","PDU-A9-5L3","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B46","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.157","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600490","","","4B47B1","","PDU-B9-6L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B47","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.158","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K1","13A6600142","","","4B47R1","","PDU-A9-6L1","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B47","3","Center","Left Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.158","Eth01","2","false","","","","","","","private","admin","","0","0","FALSE"
EDIT,RACK PDU-ZERO U,"Raritan","PX3-1842V-K2","13A6600290","","","4B48B1","","PDU-B9-6L2","","","","","","Installed","","","CAVCTR > FLOOR LG5 > IMC4","","","4B48","3","Center","Right Side (Based on Cabinet Rear)","","","0.0","","","","","0.0","","","","","","10.218.77.159","Eth01","1","false","","","","","","","private","admin","","0","0","FALSE"
